Wallet Address,Date,Balance
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/01/01,12.562146545042173
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/01/02,12.335800598974933
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/01/03,12.105653015626883
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/01/04,11.748156820277812
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/01/05,11.32221387089118
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/01/06,11.042300756582165
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/01/07,10.65439962001842
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/01/08,10.29592126783299
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/01/09,9.989081224279737
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/01/10,9.68539871764451
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/01/11,18.84520147810957
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/01/12,18.293289817773555
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/01/13,17.927736804605207
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/01/14,17.501588078212276
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/01/15,17.28944587491432
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/01/16,17.016767196272212
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/01/17,16.710837662873566
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/01/18,16.461674443813862
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/01/19,16.30889841564388
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/01/20,16.018967750355007
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/01/21,15.752957716591744
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/01/22,15.468129187417158
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/01/23,15.215765946285533
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/01/24,15.032963159699326
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/01/25,14.773781305813097
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/01/26,14.553537855763816
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/01/27,14.115311010189387
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/01/28,13.855837456047867
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/01/29,13.642029351823012
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/01/30,13.521846962966887
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/01/31,13.320867032691757
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/02/01,13.2100304498637
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/02/02,12.945693488661286
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/02/03,12.167922434324254
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/02/04,9.752713270816287
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/02/05,9.028358457642225
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/02/06,8.511609871478871
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/02/07,8.138375277114077
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/02/08,14.591500487410977
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/02/09,14.096716607310462
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/02/10,13.665576595990512
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/02/11,13.294974277062336
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/02/12,13.018412655680173
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/02/13,12.799469776330996
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/02/14,12.644623405954455
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/02/15,12.507393299961745
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/02/16,12.253192034419275
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/02/17,18.63253217020272
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/02/18,18.306144593192055
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/02/19,17.961379696476133
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/02/20,17.724439178801433
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/02/21,17.49765674797007
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/02/22,17.27986293375968
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/02/23,16.94905650175749
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/02/24,16.525541331729762
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/02/25,15.839297407554877
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/02/26,15.604716945226544
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/02/27,15.492758540573307
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/02/28,15.347783564323684
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/03/01,15.104000313279053
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/03/02,14.901487739791394
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/03/03,14.791653864417412
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/03/04,14.715338460882194
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/03/05,14.618957057752255
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/03/06,14.511817360039519
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/03/07,14.448632998307735
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/03/08,14.192640314279537
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/03/09,14.049929036008097
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/03/10,13.941720317983922
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/03/11,13.869171774700282
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/03/12,13.748954665733324
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/03/13,13.650194899016483
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/03/14,13.511921237437384
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/03/15,13.410192527606227
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/03/16,13.320135966368243
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/03/17,13.17914343686277
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/03/18,12.966926540947403
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/03/19,12.745626245920723
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/03/20,12.597638395566335
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/03/21,12.504948499715743
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/03/22,12.384209168726018
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/03/23,12.26270858599411
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/03/24,12.088335981787012
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/03/25,11.904595703270983
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/03/26,11.789365597506963
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/03/27,11.70280337064535
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/03/28,11.585902457300335
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/03/29,11.427773289046508
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/03/30,11.27997948410301
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/03/31,11.115738810099622
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/04/01,10.970879592670178
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/04/02,10.812314361272186
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/04/03,10.716064539116612
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/04/04,10.531230714352514
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/04/05,10.463857248187141
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/04/06,10.373768007217457
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/04/07,10.264615754937976
0x7c195d981abfdc3ddecd2ca0fed0958430488e34,2022/04/08,10.1399310590159
