0x3B794929566e3Ba0f25e4263e1987828b5c87161,
0x0197ABe48f0a9826D10F44DaD7050f26586Eb9bA,
0x9499054d02A725316d61fA896c29D58550ee4a5b,
0xe93685f3bBA03016F02bD1828BaDD6195988D950,
0xBFb48Eeb3C7633B82D3fddf9035a014dc762ac99,
0x46967D867d84277f733600FC6ffD1cE5B831F1C7,
0xa00CcE999f4cdde0230360609ed94e3b64b09EC1,
0x22fFF189C37302C02635322911c3B64f80CE7203,
0x15F8733104b67F17158c417d32172Eea56C3b61D,
0x912fD21d7a69678227fE6d08C64222Db41477bA0,
0xBBd0D4d067d5aF2065B1B6fD936d93237Ae1c56C,
0x3e6722f32CBE5b3C7BD3dcA7017c7FfE1b9E5A2A,
0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,Ethermine
0x19f494583c7C933be7B0eE58104DDaFac1E8aDfA,
0xC3E8275998093698Ee1e3B75087921f8cdEdC323,
0x6238872A0Bd9F0E19073695532a7Ed77ce93C69E,
0x88DCdd4A0A58b7e2208805D547043c37dca2b6Dc,
0x6d0Cf1F651f5Ae585d24DcaA188d44E389E93D26,
0x4d846dA8257BB0Ebd164EFf513DfF0F0c2C3c0ba,
0xb4499aD98b645Ab277443840e331e915DBeb59f5,
0x7563758243A262E96880F178aeE7817DcF47Ab0f,
0x443dff63C2634Ac5EF5aA5bFbd194A503c734de4,
0x5B6122C109B78C6755486966148C1D70a50A47D7,
0xc25DC289Edce5227cf15d42539824509e826b54D,
0x5bd9404260D2B0D55081E599e4e085BE080141E2,
0x9430801EBAf509Ad49202aaBC5F5Bc6fd8A3dAf8,
0xD34240371257Db4265FE6f392efb0B51CC6fc614,
0xf24C621e5108607F4EC60e9C4f91719a76c7B3C9,
0x452905e1EA69B22ea7A2fF508Ef739999BCBdBe3,
0xbbbA1983859aC05cAcc453a6Ae9A12ce83735b6D,
0x0010b3eEFC1F77F81d8e804609Fe3be6a9e300eE,
0x6eCe61d29b90642941C41240da924690da145696,
0x55559714D6F4FA3b6d41b6E6912F5B1fB5c85c49,
0xd108FD0E8c8E71552a167E7a44FF1d345D233BA6,
0xE052113bd7D7700d623414a0a4585BCaE754E9d5,Nifty Gateway: Omnibus
0x6e5bBE3f4Fe7b0CCd74d7dA1Cbd5CfE3c868BbdC,
0xa9fB3e29B7F789faf8E2656bfc7F9BFF2ED766e9,
0x69f36eA1ebf4Ec9E53e3aaBF11CAF62b034ff3eE,
0xd7a5B1bBAEa9529a2Cadef06D8Fe99F9EcA117a2,
0x9A50d12805737b8AA122C3A81c79D50F3FC227fe,
0x8C8D7C46219D9205f056f28fee5950aD564d7465,
0x8216874887415e2650D12D53Ff53516F04a74FD7,
0xB287eaC48aB21c5FB1d3723830d60b4c797555B0,
0x10865AC274A118571BeB9A6159273014fF477581,
0xF7C7AEaECD2349b129d5d15790241c32eeE4607B,
0x36a454aEF52938c8637CD4689B2980C1Cfd43389,
0x43e4715ae093a4C86B5eCdDb52216c4f879e9672,
0x065e3DbaFCb2C26A978720f9eB4Bce6aD9D644a1,
0x76e40D0a69Fd81826B5eb7D18145626d46EAFdef,
0x6046945C5B5eF5933b8E73a98A6AD7bF3e031df7,
0x042523DB4F3Effc33d2742022B2490258494f8B3,
0xA5A13F62ce1113838e0d9B4559b8CAf5F76463C0,
0x431B5A84aCC1297Eda88259f300262F1bc3A74f3,
0x60b86AF869f23aEb552fB7F3CaBD11B829f6Ab2F,
0x26bce6eCb5b10138e4bf14aC0ffcc8727FEF3B2e,
0xBbAD96336943A36E3e292D973B3382dd0bA4D1EF,
0xeCa2e2D894D19778939bD4DfC34D2a3C45E96456,
0x0cac3d1a887206e0f6169222C4504301A8b4b993,
0x93F635372008B7c5d770AAa6Ff313454c8dc498c,
0xfb9779477e5b4834BF2bC02dD29b97b344d0F700,
0x8c4C0b905523f38439F2f5171238C985c984B06B,
